,,0,1155836
,,1190000,3435000
,,3515000,5360000
,,5524000,7590000
,,7869000,8487000
,,8641000,10566000
,,10650000,12222000
,,12325000,14593000
,,14731000,16670000
1075025588493189120,,1428000,1428000
1075025715622543360,REF,1459000,1459000
1075026023362777088,OK,1532000,1532000
1075026602105466881,OK,1670000,1670000
1075027306102616065,OK,1838000,1838000
1075027417780158464,KO,1865000,1865000
1075028644794384384,OK,2157000,2157000
1075028754274107397,REF,2183000,2183000
1075029082075815936,OK,2261000,2261000
1075029169002692610,,2282000,2282000
1075029930486972417,REF,2464000,2464000
1075030365121757184,OK,2567000,2567000
1075030411909230593,OK,2578000,2578000
1075031327399993344,REF,2797000,2797000
1075032229309493249,Q,3012000,3012000
1075033384609595392,OK,3287000,3287000
1075034072970346498,KO,3451000,3451000
1075034322711789568,REF,3511000,3511000
1075034796391313408,REF,3624000,3624000
1075035027132612611,,3679000,3679000
1075035424643518465,REF,3774000,3774000
1075035880308568065,REF,3882000,3882000
1075036728128364550,OK,4084000,4084000
1075036755613704195,OK,4091000,4091000
1075037878726656000,OK,4359000,4359000
1075038921984221184,REF,4607000,4607000
1075039090863730688,REF,4648000,4648000
1075041004300972032,Q,5104000,5104000
1075042000079085568,REF,5341000,5341000
1075042317122367490,OK,5417000,5417000
1075042690713174017,Q;REF,5506000,5506000
1075043138601975808,REF,5613000,5613000
1075044092294414338,REF,5840000,5840000
1075044671057997824,KO;REF,5978000,5978000
1075045336140390401,REF,6137000,6137000
1075045703389466626,Q,6224000,6224000
1075051985378914304,REF,7722000,7722000
1075054331622252544,,8281000,8281000
1075054846787633152,OK,8404000,8404000
1075056723734466562,,8852000,8852000
1075057926157557760,REF,9138000,9138000
1075060639075393536,REF,9785000,9785000
1075061387318190081,,9964000,9964000
1075063076632825856,OK,10366000,10366000
1075068022811971584,,11546000,11546000
1075069861657763840,REF,11984000,11984000
1075070072878710785,,12034000,12034000
1075070199882244096,REF,12065000,12065000
1075074714643718144,KO,13141000,13141000
1075075591441969153,REF,13350000,13350000
1075076446824083456,Q,13554000,13554000
1075078228887384064,KO,13979000,13979000
1075082026649300993,REF,14884000,14884000
1075086234630926336,KO,15888000,15888000
1075088523257110528,Q;REF,16433000,16433000
1075088808889212928,Q,16501000,16501000
1075089099067932672,,16571000,16571000
1075089327288406017,,16625000,16625000
