,,0,713105
,,730498,1791459
,,2208887,4650087
,,4922165,6343065
,,6387000,8447000
,,8487691,10690091
,,10748757,13513344
,,6387000,8447000
,,6387000,8447000
1074947324164624384,KO;OK,820000,820000
1074947422802059264,REF,843000,843000
1074947944766423040,OK,968000,968000
1074948535576133632,OK,1109000,1109000
1074949287245742080,OK;REF,1288000,1288000
1074949520922939397,,1344000,1344000
1074949830479355904,REF,1417000,1417000
1074950260001251333,REF,1520000,1520000
1074950618769440768,,1605000,1605000
1074950776609521664,,1643000,1643000
1074951695145283584,REF,1862000,1862000
1074951718696304640,OK,1868000,1868000
1074951747192397825,,1874000,1874000
1074951837709668354,,1896000,1896000
1074952073777725441,,1952000,1952000
1074955628978819072,REF,2800000,2800000
1074955920239661056,REF,2869000,2869000
1074955946441535488,REF,2876000,2876000
1074957180426702849,OK,3170000,3170000
1074958284464013312,REF,3433000,3433000
1074958554971426816,OK,3497000,3497000
1074959418654117888,REF,3703000,3703000
1074959585637777408,,3743000,3743000
1074959948105334784,OK,3830000,3830000
1074960234513395713,,3898000,3898000
1074960299395084288,,3913000,3913000
1074960544422158337,,3972000,3972000
1074961470234873856,OK,4192000,4192000
1074961532151324672,REF,4207000,4207000
1074961754361344002,REF,4260000,4260000
1074961820383879169,REF,4276000,4276000
1074961933093220352,,4303000,4303000
1074962349969367043,OK,4402000,4402000
1074963004926631936,REF,4558000,4558000
1074963013990531075,,4561000,4561000
1074963178839310336,,4600000,4600000
1074963265632067584,,4621000,4621000
1074963344497487877,,4639000,4639000
1074963429465698305,,4660000,4660000
1074963499120582657,,4676000,4676000
1074963518011703297,OK,4681000,4681000
1074963570469818368,,4693000,4693000
1074963628560969729,,4707000,4707000
1074965373651435521,KO,5123000,5123000
1074966524849467392,REF,5398000,5398000
1074967213239689216,REF,5562000,5562000
1074967806465245184,,5703000,5703000
1074969193722900481,REF,6034000,6034000
1074970536147603456,OK,6354000,6354000
1074971400551755776,,6560000,6560000
1074971964530458624,REF,6695000,6695000
1074972002669260800,,6704000,6704000
1074972033497395200,,6711000,6711000
1074972116817199105,OK,6731000,6731000
1074972449735880705,,6810000,6810000
1074972770092634114,,6887000,6887000
1074973089623085056,,6963000,6963000
1074973388991541248,,7034000,7034000
1074973394163126272,REF,7035000,7035000
1074974194222407680,,7226000,7226000
1074974200417402880,REF,7228000,7228000
1074974679583125504,,7342000,7342000
1074974816447406080,,7374000,7374000
1074975289711751168,,7487000,7487000
1074975548722593793,,7549000,7549000
1074975791199473675,,7607000,7607000
1074976195672985601,,7703000,7703000
1074979144855904258,,8406000,8406000
1074980525750870016,REF,8736000,8736000
1074980700535828480,,8777000,8777000
1074980782190542849,OK,8797000,8797000
1074980791007019008,REF,8799000,8799000
1074980895625486337,REF,8824000,8824000
1074981074181255168,,8866000,8866000
1074982088464654336,OK;REF,9108000,9108000
1074982287572393985,,9156000,9156000
1074982551629062149,OK,9219000,9219000
1074982667781894144,,9246000,9246000
1074983873493299200,,9534000,9534000
1074984201383018496,,9612000,9612000
1074984516106764289,,9687000,9687000
1074984703118200832,,9732000,9732000
1074986367048916992,REF,10128000,10128000
1074987072858046464,,10297000,10297000
1074987116709449728,Q;KO,10307000,10307000
1074987587012575232,,10419000,10419000
1074988199246741505,OK,10565000,10565000
1074988743096971264,,10695000,10695000
1074990409179369472,KO,11092000,11092000
1074990557573844994,Q,11127000,11127000
1074991501917200384,,11353000,11353000
1074992449087528961,OK,11578000,11578000
1074992479240404992,REF,11586000,11586000
1074993559626018817,,11843000,11843000
1074993685178269696,REF,11873000,11873000
1074994862657888256,REF,12154000,12154000
1074996409177464833,,12523000,12523000
1074998270609539072,,12966000,12966000
1074999182044381184,REF,13184000,13184000
1074999463234674692,REF,13251000,13251000
1075000197980262401,,13426000,13426000
1075000373113446400,,13468000,13468000
