,,0,19973000
,,15161323,15615255
1207286455162286080,,669000,669000
1207287123847634944,,829000,829000
1207289748722765825,,1455000,1455000
1207289951039176704,KO,1503000,1503000
1207292556079489024,OK,2124000,2124000
1207294043455152130,,2479000,2479000
1207295548866334722,,2837000,2837000
1207295950382882818,REF,2933000,2933000
1207296362968240130,REF,3032000,3032000
1207297397371613186,KO,3278000,3278000
1207299709372641281,OK,3829000,3829000
1207302650624126977,,4531000,4531000
1207303154947244035,,4651000,4651000
1207304721138143232,KO,5024000,5024000
1207305319833120768,KO,5167000,5167000
1207307343886716928,OK,5650000,5650000
1207308186757279745,,5851000,5851000
1207315199549681665,KO,7523000,7523000
1207315990645813251,REF,7711000,7711000
1207319482919723008,OK,8544000,8544000
1207320178742243330,OK,8710000,8710000
1207320836362948609,OK,8866000,8866000
1207322178414415874,,9186000,9186000
1207330360088047616,REF,11137000,11137000
1207330632252186624,,11202000,11202000
1207330761021546497,,11233000,11233000
1207332521136009219,OK,11652000,11652000
1207338725086240768,,13131000,13131000
1207342351968014336,,13996000,13996000
1207342937929125890,OK,14136000,14136000
1207347654377791499,KO,15260000,15260000
1207347866517344257,,15311000,15311000
1207347871680548864,REF,15312000,15312000
1207348980428005381,OK,15577000,15577000
1207349565478834176,OK,15716000,15716000
1207354787366354945,,16961000,16961000
1207356370376376321,REF,17338000,17338000
1207358405779902465,Q,17824000,17824000
1207360252922007552,Q,18264000,18264000
1207363556292866049,,19052000,19052000
1207364583461142535,,19297000,19297000
1207365498540822529,OK,19515000,19515000
