1341741200135602178,Q,2549000,2549000
1341744835712192514,REF,3415000,3415000
1341745060279439364,KO,3469000,3469000
1341745181884899329,,3498000,3498000
1341745429126496258,REF,3557000,3557000
1341746658216960000,REF,3850000,3850000
1341746905848696833,REF,3909000,3909000
1341747636848766978,REF,4083000,4083000
1341748363369345024,REF,4256000,4256000
1341750266039853056,REF,4710000,4710000
1341751738945159174,REF,5061000,5061000
1341757730508460032,Q,6490000,6490000
1341760191948308480,REF,7077000,7077000
1341760362744590336,REF,7117000,7117000
1341760551475621890,REF,7162000,7162000
1341769165485596675,,9216000,9216000
1341769186138349568,REF,9221000,9221000
1341769199023173632,REF,9224000,9224000
1341769212579225601,,9227000,9227000
1341769595217178624,REF,9319000,9319000
1341770172080791553,Q,9456000,9456000
1341771350642462720,,9737000,9737000
1341777484086435842,,11199000,11199000
1341777867416453127,,11291000,11291000
1341786105348317187,REF,13255000,13255000
1341791109241065475,REF,14448000,14448000
1341794049699753985,REF,15149000,15149000
1341797803836764166,REF,16044000,16044000
1341799463963287552,REF,16440000,16440000
1341799764510322688,Q,16511000,16511000
1341799897591377920,REF,16543000,16543000
1341802848338755590,Q;REF,17247000,17247000
1341805341332418560,Q;REF,17841000,17841000
1341809237207502850,Q;REF,18770000,18770000
1341809533572755460,,18841000,18841000
